56234.13251903491	996.431615115
57445.929282459074	996.432148306
58683.83921470186	996.432692986
59948.42503189409	996.433249404
61240.26157621057	996.433817812
62559.93607717636	996.434398469
63908.048418603095	996.434991638
65285.21141127848	996.43559759
66692.05107153056	996.436216599
68129.20690579608	996.436848948
69597.33220132106	996.437494923
71097.09432312439	996.438154818
72629.17501736205	996.438828934
74194.27072122866	996.439517576
75793.09287953559	996.440221058
77426.36826811278	996.440939699
79094.83932417855	996.441673826
80799.2644838296	996.442423773
82540.41852680189	996.443189881
84319.0929286625	996.443972498
86136.09622059074	996.444771979
87992.25435691074	996.445588689
89888.41109054572	996.446422998
91825.42835656281	996.447275285
93804.18666398144	996.448145939
95825.58549602659	996.449035355
97890.54371900608	996.449943936
1e5	996.450872097
102154.913233549	996.452240513
104356.26297753902	996.453217739
106605.0498984792	996.454216024
108902.29622637304	996.45523582
111249.04621939367	996.456277592
113646.36663857242	996.457353704
116095.34723271463	996.458457331
118597.10123376705	996.45958474
121152.76586285877	996.460736443
123763.50284724814	996.461912965
126430.49894840727	996.46311484
129154.96650148826	996.464342614
131938.14396641462	996.465596846
134781.29649084582	996.466878105
137685.71648527597	996.468186974
140652.72421052365	996.469524049
143683.66837788338	996.470889936
146779.92676220706	996.472285256
149942.90682819908	996.473710645
153174.04637020797	996.47516675
156474.81416580206	996.476654232
159846.7106434318	996.478173768
163291.2685644799	996.479726049
166810.0537200059	996.481311781
170404.6656425085	996.482931683
174076.7383330235	996.484586493
177827.94100389228	996.486276963
181659.97883753286	996.488003861
185574.59376156479	996.489767972
189573.56524063754	996.491570098
193658.71108531868	996.493411058
197831.8882784162	996.495291689
202094.99381910768	996.497212847
206449.96558525568	996.499175403
210898.7832143097	996.501180251
215443.46900318822	996.503228302
220086.08882755495	996.505320487
224828.75308090035	996.507457756
229673.6176338634	996.509641081
234622.88481422624	996.511871456
239678.80440802244	996.514149893
244843.67468222292	996.516477428
250119.84342945728	996.518854802
255509.7090352507	996.521269462
261015.72156825385	996.523736156
266640.38389397104	996.526256004
272386.25281248806	996.528830154
278255.94022071257	996.531459774
284252.1142996649	996.53414606
290377.5007273506	996.536890233
296634.88391777314	996.539693541
303027.1082866393	996.542557257
309557.07954434893	996.545482684
316227.7660168379	996.548471152
323042.1999948911	996.551524018
330003.4791125282	996.554642671
337114.76775509614	996.557828528
344379.2984976987	996.561083038
351800.3735746281	996.56440768
359381.36638046254	996.567803965
367125.7230035044	996.571273436
375036.9637922693	996.574817672
383118.68495572853	996.578438283
391374.5601980384	996.582136915
399808.3423884901	996.58591525
408423.86526745174	996.589775004
417225.0451890724	996.593717933
426215.8829015325	996.597745828
435400.4653656653	996.601860521
444782.96761276305	996.606063882
454367.65464242245	996.610357822
464158.8833612782	996.614744292
474161.1045635227	996.619225287
484378.8649541041	996.623794344
494816.8092155146	996.628428791
505479.6821191235	996.633163107
516372.3306820099	996.637999443
527499.706370262	996.642979012
538866.8673497657	996.6480715
550478.9807854968	996.653273727
562341.3251903491	996.658588057
574459.2928245907	996.664016907
586838.3921470186	996.669562743
599484.2503189408	996.675228088
612402.6157621058	996.681015516
625599.3607717623	996.686927657
639080.4841860309	996.692967201
652852.1141127847	996.699136891
666920.5107153056	996.705439533
681292.0690579609	996.711877991
695973.3220132106	996.718455192
710970.9432312439	996.725174126
726291.7501736205	996.732037848
741942.7072122865	996.739049477
757930.9287953558	996.746180476
774263.6826811278	996.753458289
790948.3932417856	996.760933039
807992.644838296	996.768568864
825404.1852680173	996.776369234
843190.9292866251	996.784337696
861360.9622059073	996.79247787
879922.5435691074	996.800793459
898884.110905459	996.809288241
918254.2835656282	996.817966078
938041.8666398145	996.826830916
958255.8549602639	996.835886782
978905.4371900607	996.845137795
1e6	996.854588159
1021549.13233549	996.864242171
1043562.6297753903	996.874104217
1066050.498984792	996.884178783
1089022.9622637306	996.894470446
1112490.4621939366	996.904983886
1136463.6663857242	996.915723882
1160953.4723271464	996.926695315
1185971.0123376707	996.937903173
1211527.6586285876	996.94935255
1237635.0284724813	996.961048652
1264304.989484073	996.972996795
1291549.6650148828	996.985202409
1319381.4396641462	996.997671044
1347812.964908458	997.010408368
1376857.1648527596	997.023420169
1406527.2421052363	997.036712364
1436836.6837788338	997.050290994
1467799.2676220676	997.064162231
1499429.0682819907	997.078332382
1531740.4637020798	997.092807887
1564748.1416580207	997.107595327
1598467.1064343215	997.122701423
1632912.685644799	997.138133042
1668100.537200059	997.1538972
1704046.6564250817	997.170001061
1740767.383330235	997.186451947
1778279.410038923	997.203257335
1816599.7883753285	997.220424864
1855745.937615648	997.237962339
1895735.6524063754	997.255877732
1936587.1108531868	997.274133756
1978318.8827841622	997.292579199
2020949.938191077	997.311422126
2064499.6558525567	997.330671101
2108987.8321430967	997.350486888
2154434.6900318824	997.370756187
2200860.8882755497	997.391462271
2248287.5308090034	997.412614554
2296736.176338634	997.43422265
2346228.8481422625	997.456296382
2396788.0440802244	997.478845783
2448436.746822229	997.501881104
2501198.434294573	997.525412817
2555097.090352507	997.549451618
2610157.215682533	997.574008433
2666403.83893971	997.599094427
2723862.5281248805	997.624721003
2782559.402207126	997.650899809
2842521.1429966493	997.677642745
2903775.0072735064	997.704961969
2966348.8391777314	997.732869898
3030271.082866393	997.761227863
3095570.7954434897	997.790147968
3162277.6601683795	997.81989923
3230421.9999489114	997.850291605
3300034.7911252817	997.88133891
3371147.6775509617	997.913055257
3443792.984976987	997.945455065
3518003.7357462808	997.978553059
3593813.6638046256	998.012364287
3671257.230035044	998.046904118
